,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,5.059650480747223,0.05317424781867057,0.2796850800514221,0.004698990566952685,0.001,500,"{'learning_rate': 0.001, 'n_estimators': 500}",0.9365,0.94,0.93,0.9295,0.934,0.004430011286667311,9
1,10.281577169895172,0.07406288120569428,0.5558378100395203,0.008010345773534632,0.001,1000,"{'learning_rate': 0.001, 'n_estimators': 1000}",0.951,0.952,0.9455,0.9455,0.9485,0.0030207614933986182,8
2,20.229599118232727,0.3685237220920518,1.131615936756134,0.021916544221572996,0.001,2000,"{'learning_rate': 0.001, 'n_estimators': 2000}",0.953,0.9535,0.953,0.949,0.9521249999999999,0.0018157298807917558,7
3,5.3074482679367065,0.1922760804639781,0.304269015789032,0.01798562970567823,0.01,500,"{'learning_rate': 0.01, 'n_estimators': 500}",0.9845,0.984,0.9775,0.9845,0.9826250000000001,0.002965952629426164,6
4,10.2209832072258,0.2551072737430556,0.5639482736587524,0.0061536802985290955,0.01,1000,"{'learning_rate': 0.01, 'n_estimators': 1000}",0.994,0.9915,0.988,0.993,0.991625,0.0022741756748325325,5
5,20.14987736940384,0.2201100162514753,1.0996158123016357,0.009997931822719963,0.01,2000,"{'learning_rate': 0.01, 'n_estimators': 2000}",0.998,0.9975,0.9975,0.9985,0.9978750000000001,0.0004145780987944212,4
6,5.250856637954712,0.2371283793234233,0.2859463095664978,0.013185799743981721,0.1,500,"{'learning_rate': 0.1, 'n_estimators': 500}",0.998,0.999,0.9975,0.9985,0.99825,0.0005590169943749355,3
7,10.027370750904083,0.04601569657319171,0.5508179068565369,0.005789718741042296,0.1,1000,"{'learning_rate': 0.1, 'n_estimators': 1000}",0.998,1.0,0.9975,0.9985,0.9984999999999999,0.0009354143466934713,1
8,20.062598526477814,0.1321920727635761,1.1211665868759155,0.01947019299597576,0.1,2000,"{'learning_rate': 0.1, 'n_estimators': 2000}",0.998,0.9995,0.9975,0.9985,0.998375,0.0007395099728874597,2
